PR番号,タイトル,作成日,作成者,現在のラベル,新しいラベル,分類理由,ラベル更新済み,URL
5685,マニフェスト改善案：マイナンバーカードへの終末医療に関する意思登録の提案,2025-07-12T05:42:26Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5685
5676,Leoさんによる「新しい公務員制度」の提案,2025-07-12T04:58:57Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5676
5672,政治の透明性を高めるため、マニフェ-スト報告義務化の仕組みを提案,2025-07-12T04:51:25Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5672
5659,マニフェストの実行戦略を具体化する提案,2025-07-12T04:21:37Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5659
5649,【政策提案】自動車関連税制の抜本改革と、愛車を長く使うための新制度導入,2025-07-12T03:44:39Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5649
5648,保護者の協力に左右されない、デジタル技術を活用した学習支援の提案,2025-07-12T03:38:12Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5648
5647,ジン〆さんによる、政策の具体性と透明性向上に関する改善提案,2025-07-12T03:20:28Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5647
5645,14さんの提案：子どもを性的搾取から守るための包括的対策強化,2025-07-12T03:19:22Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5645
5644,尊厳死の制度化に関する議論の開始,2025-07-12T03:04:59Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5644
5641,財政運営の基本方針案,2025-07-12T03:03:55Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5641
5638,匿名ユーザー様からの提案に基づく子育て支援政策の追加,2025-07-12T02:59:42Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5638
5636,匿名ユーザーによる提案：AI相談窓口の導入による子どものいじめ早期発見・対応策,2025-07-12T02:43:17Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5636
5633,外国人材の受け入れに関する基本方針の追加,2025-07-12T02:38:43Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5633
5631,奨学金制度改革：返済額の所得控除による負担軽減（ユウさんからの提案）,2025-07-12T02:29:50Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5631
5630,「チームみらいについて」にLGBTに関する理念と具体的な政策例を追加,2025-07-12T02:29:09Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5630
5629,義務教育における教材費等の公的負担について、市民の声を反映する事例を追記,2025-07-12T02:17:27Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5629
5628,あまのさんからの総合政策提案：少子化対策、現役世代支援、医療制度改革,2025-07-12T02:06:06Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5628
5622,【馬場さん提案】持続可能な観光立国に向けた「観光目的税」の新設,2025-07-12T01:38:27Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5622
5620,ネット広告のゾーニング導入と法整備に関する提案,2025-07-12T01:34:46Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5620
5615,AI活用の原則を強化し、その限界と責任を明確化する提案 by ユーザー14,2025-07-12T01:19:35Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5615
5614,【匿名ユーザーさん提案】年少扶養控除の復活検討を100日プランに追加,2025-07-12T01:17:47Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5614
5613,提案：外国人等による投機目的の不動産取得への対策,2025-07-12T01:17:17Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5613
5612,ステップ１「教育」に包括的性教育と人権教育の推進を追記,2025-07-12T01:11:26Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5612
5603,【14さん提案】水資源の安全保障に関する政策を追加,2025-07-12T00:41:58Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5603
5601,AI活用における政治家の責任を明確化,2025-07-12T00:21:12Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5601
5596,ぴよぴよさんによる政策改善提案：教育、デジタル民主主義、発言の安全性に関する更新,2025-07-12T00:05:50Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5596
5587,【ぺんぺんさんご提案】いつでもどこでも投票！安全・便利なオンライン投票制度の導入,2025-07-11T22:48:58Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5587
5586,不妊治療支援の拡充,2025-07-11T22:35:57Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5586
5585,行政手続きの抜本的改革に関する具体例の追記,2025-07-11T22:27:54Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5585
5583,「結婚の平等の実現に向けた法整備の推進」をマニフェストに明記,2025-07-11T22:16:27Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5583
5581,新たな政策課題（宗教法人課税、国会オープン化、議員活動の可視化）の追加,2025-07-11T22:09:32Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5581
5575,【のりさんからの提案】産後の保育園利用に関する改善提案,2025-07-11T20:48:57Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5575
5570,14様からのご提案：暮らしと安全、文化を未来へつなぐ政策アイデア,2025-07-11T18:54:55Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5570
5566,大規模災害対策の強化に関する包括的提案,2025-07-11T18:06:45Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5566
5561,国公立大学における学生寮のセーフティネット機能の拡充,2025-07-11T17:13:56Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5561
5560,らいむさんより：健康保険制度の一元化と高額療養費制度に関する改善提案,2025-07-11T17:11:17Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5560
5553,政策提案：自然環境と生物多様性の保全に関する新規マニフェストの追加,2025-07-11T16:32:23Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5553
5549,「表現の自由に対する考え方」の項目を追加,2025-07-11T16:04:06Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5549
5545,マニフェストの副題を、より温かく分かりやすいものに変更,2025-07-11T15:33:04Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5545
5544,宗教との関わりに悩む子どもを守り、権利を保障するための具体的な政策の提案,2025-07-11T15:29:21Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5544
5541,けんさんの提案：社会保障の理念を明確化し、未来のための重要課題（年金・外国人政策・消費税）の議論を開始する提案,2025-07-11T15:26:03Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5541
5540,提案：選択的夫婦別姓と同性婚の法制化推進を明記,2025-07-11T15:22:00Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5540
5539,匿名ユーザーによる政策改善提案：選挙、司法、年金運用など,2025-07-11T15:19:20Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5539
5538,README.md：議論のハイライトを追加し、デジタル母子手帳の災害時対策に関する議論を反映,2025-07-11T15:13:47Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5538
5537,feat: 匿名ユーザーによるシェルター整備政策の提案を追加,2025-07-11T15:03:49Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5537
5534,「社会的養護の改革」に関する包括的な改善提案,2025-07-11T14:52:55Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5534
5531,「産業」政策における多様な業種への配慮の必要性について,2025-07-11T14:44:34Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5531
5528,ひろこさん提案：「AIコンシェルジュ」と「心のセーフティネット」の創設,2025-07-11T14:40:19Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5528
5520,AI活用による財源確保と、世代を超えた安心保障の実現,2025-07-11T14:09:13Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5520
5516,【AIのミスにより撤回】ジェンダー問題に関する基本方針の追加,2025-07-11T14:03:51Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5516
5515,家族の一体感を守りつつ、旧姓使用の不便を解消する提案,2025-07-11T14:00:31Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5515
5513,マニフェストの改善：キャッチコピー追加と表現の現代化,2025-07-11T13:53:51Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5513
5512,政策提案：国立病院の財政基盤の安定化,2025-07-11T13:52:31Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5512
5505,義務教育における新しい体育の導入,2025-07-11T13:38:02Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5505
5502,移民政策に関する項目の追加と、慎重な検討を促す基本方針の明記,2025-07-11T13:29:48Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5502
5497,メンタルヘルス政策に関する新たな視点の追加,2025-07-11T13:03:39Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5497
5494,AIと労働力の未来に関する新たな方針の提案,2025-07-11T12:48:14Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5494
5489,選挙期間中のマニフェストの取り扱いに関するルールを追加,2025-07-11T12:30:02Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5489
5488,表現の自由と創作活動の支援に関する政策の追加,2025-07-11T12:28:36Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5488
5487,ともきさんによる東京一極集中の是正と地方創生に関する提案,2025-07-11T12:24:36Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5487
5483,障害児支援の充実と、それが少子化対策にも繋がる視点の追加,2025-07-11T12:17:53Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5483
5480,政策要望の見える化,2025-07-11T12:01:44Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5480
5474,医療制度の持続可能性と公平性に関する改善提案,2025-07-11T11:37:44Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5474
5473,【ゆさん提案】外国人との共生・移民政策に関するたたき台の追加,2025-07-11T11:32:36Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5473
5465,あさんのご提案：子どもの心理的安全性を確保するための施策を追加,2025-07-11T11:13:29Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5465
5463,しおちゃんさんによる政策マニフェスト改善提案,2025-07-11T11:11:04Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5463
5461,のぶちょさんによる医療制度改革の提案,2025-07-11T11:05:59Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5461
5453,グリーンインフラ・流域治水の項目追加,2025-07-11T10:42:33Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5453
5452,自動車関連税の全廃による経済活性化策の提案,2025-07-11T10:42:19Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5452
5451,ひとり親家庭への支援拡充に関する提案,2025-07-11T10:37:01Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5451
5447,選択的夫婦別姓制度の早期実現をマニフェストに明記する提案,2025-07-11T10:21:11Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5447
5443,インボイス制度の見直しを提案,2025-07-11T10:08:09Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5443
5441,[匿名ユーザー様提案] 障害のある方々とその家族への支援拡充,2025-07-11T10:02:15Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5441
5439,性犯罪の厳罰化についての提案,2025-07-11T09:47:53Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5439
5432,エネルギー政策に関する基本姿勢をマニフェストの冒頭に明記,2025-07-11T08:45:34Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5432
5430,政策提案：外国人による土地取得に関する検討項目の追加,2025-07-11T08:40:30Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5430
5426,政策提案：小児性犯罪の厳罰化と再犯防止策の導入,2025-07-11T08:11:58Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5426
5423,【なぎささん提案】READMEに「よくあるご質問」セクションを追加,2025-07-11T08:00:52Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5423
5422,同性婚の法制化をマニフェストに追加,2025-07-11T07:59:39Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5422
5417,産前産後ケアの抜本的拡充（産前休暇の柔軟化と就労環境の改善）,2025-07-11T07:51:06Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5417
5413,移民・難民制度の見直しに関する提案,2025-07-11T07:47:40Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5413
5412,「表現の自由」に関する基本的な考え方を追記,2025-07-11T07:40:13Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5412
5399,ぱやさんによる社会保障をセーフティネットとして明確化する提案,2025-07-11T06:50:35Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5399
5397,卵子凍結への支援策を新設する提案,2025-07-11T06:40:41Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5397
5391,マニフェスト目次の明確化：「外交・安全保障」の追記,2025-07-11T06:25:31Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5391
5386,小林由美子さんからの提案：誰もが相談しやすい仕組みの明記と、外国人との共生に関する政策議論の提起,2025-07-11T05:58:53Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5386
5381,匿名ユーザーからの提案：財源確保と経済活性化に関する総合的な税制改革,2025-07-11T05:42:44Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5381
5380,"【政策提案 by y,f】目次に「外国人との共生社会の実現」の項目を追加",2025-07-11T05:37:35Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5380
5374,オンライン・公共空間における広告の健全化に関する政策の追加,2025-07-11T05:13:37Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5374
5369,moさんによる「在外選挙におけるオンライン投票の導入」の提案,2025-07-11T05:01:47Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5369
5366,政策改善提案：サイバーセキュリティと選挙の透明性強化,2025-07-11T04:40:22Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5366
5365,政策に難病を持つ方々の移行期医療の視点を追加,2025-07-11T04:39:04Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5365
5364,受動喫煙防止対策強化のご提案,2025-07-11T04:35:36Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5364
5363,【みえさん提案】フリーランス・クリエイター支援策の具体化,2025-07-11T04:30:50Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5363
5361,総合的な社会制度改革の提案：被害者支援、入国管理、国土安全保障の強化,2025-07-11T04:27:30Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5361
5360,「多様性の尊重」に関する項目を追加,2025-07-11T04:23:17Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5360
5359,【ながたさん提案】子どもへの性犯罪防止策の強化,2025-07-11T04:21:45Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5359
5358,「地方の福利厚生賃貸」と「地方大学研究CF」による少子化対策と経済成長の新提案,2025-07-11T04:15:02Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5358
5355,変更提案プロセスの透明性向上について,2025-07-11T04:07:40Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5355
5352,特別支援教育に関する記述の追加,2025-07-11T04:01:33Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5352
5349,気候変動の項目追加の提案,2025-07-11T03:41:13Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5349
5344,デジタル化における情報アクセスの選択肢確保に関する提案,2025-07-11T03:03:00Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5344
5342,【みかんさんからのご提案】「働き方」に関する政策の改善,2025-07-11T02:59:31Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5342
5337,子育ての貢献に報いる社会を目指す決意をマニフェストに追加,2025-07-11T02:42:31Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5337
5336,【みかんさん提案】子どもを性犯罪から守るための新政策を追加,2025-07-11T02:40:20Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5336
5335,やえさん発案：政策原則の強化（データ活用・公正な徴税・子ども中心支援）,2025-07-11T02:38:41Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5335
5334,【つおるあさん提案】「注意事項」に政治の安定性に関する項目を追加,2025-07-11T02:30:48Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5334
5333,専門知見の活用と情報格差是正による、より開かれた政策議論の推進,2025-07-11T02:14:59Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5333
5331,Kayさんによる抜本提案：未来志向の税制度（国民貢献税、国民生活投資など）,2025-07-11T01:58:42Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5331
5326,「安定的な皇位継承について」の項目追加,2025-07-11T01:36:28Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5326
5325,男子HPVワクチン接種の公費助成を提案します,2025-07-11T01:34:41Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5325
5322,デジタル民主主義の具体化：電子投票の導入による、誰でも参加しやすい選挙の実現,2025-07-11T01:17:50Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5322
5321,外国人受け入れと外交・安全保障に関する基本方針の追加提案,2025-07-11T01:07:26Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5321
5313,マニフェスト改善の提案：「すべての世代が再チャレンジできる社会へ」の項目追加,2025-07-11T00:26:51Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5313
5307,（京子さん提案）技能実習制度の見直しに関する記述の追加,2025-07-10T23:58:27Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5307
5305,産業政策：企業のバックオフィス業務の抜本的な効率化による生産性向上,2025-07-10T23:39:21Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5305
5304,コロナ後遺症に苦しむ方への支援策を追加,2025-07-10T23:32:40Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5304
5301,有機農業推進のためのオープンデータPF構築の提案,2025-07-10T23:22:45Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5301
5300,交通事故被害者救済のための任意保険加入義務化のご提案,2025-07-10T23:21:28Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5300
5294,AI時代に対応したセーフティネットの強化を提案します,2025-07-10T22:47:09Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5294
5288,【きゅんさん提案】外国人との共生と安全に関する原則を追加,2025-07-10T21:03:10Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5288
5280,「誰も取り残さない」環境整備の具体化 by 匿名ユーザー,2025-07-10T18:40:31Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5280
5278,皇位継承に関する国民的議論の促進,2025-07-10T18:26:57Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5278
5276,緊急連絡先（バグ報告窓口）の明記による利用案内の改善,2025-07-10T18:11:13Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5276
5269,【まるさん提案】セキュリティと保守体制に関する項目を追加,2025-07-10T16:33:31Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5269
5266,団塊ジュニア世代など、多様な世代への配慮を明記する提案,2025-07-10T16:22:43Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5266
5262,「多様な家族のあり方」に関する政策を追加,2025-07-10T15:40:22Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5262
5253,【匿名ユーザーさん提案】インクルーシブ教育と特別な支援が必要な家庭への支援強化,2025-07-10T15:00:39Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5253
5250,外国人との共生と安全な社会の実現に向けた政策提案,2025-07-10T14:53:42Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5250
5249,「多様な家族観の尊重」に関する項目追加,2025-07-10T14:49:02Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5249
5248,「チームみらいについて」に国益と国民の幸福を優先する理念を追加,2025-07-10T14:45:44Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5248
5247,平尾さんによる改善のご提案：支援制度の透明性と土地利用の基本方針について,2025-07-10T14:40:59Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5247
5242,人権に関する基本姿勢の拡充：同性婚の法制化と国際平和の希求について,2025-07-10T14:23:43Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5242
5237,匿名ユーザーによる改善提案：子どもの居場所確保と学習環境の改善,2025-07-10T14:14:10Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5237
5227,匿名ユーザーによる発達障害を持つ子ども向けのAI学習ツール開発の提案,2025-07-10T13:36:48Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5227
5226,まるさんより：高等教育への支援として、成果連動型の貸与型奨学金制度を提案,2025-07-10T13:34:33Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5226
5223,外国人労働者の受け入れに関する方針の追加提案,2025-07-10T13:23:17Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5223
5221,教育制度の柔軟化：個々の発達に応じた学びの実現,2025-07-10T13:18:16Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5221
5211,【かおさん提案】ジェンダー平等の項目追加とクオータ制導入の検討,2025-07-10T12:55:11Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5211
5207,【なちさん提案】工業高校・高専への支援強化による、未来の技術者育成,2025-07-10T12:45:43Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5207
5202,タクシー運転手の労働環境改善に向けた休憩所の設置,2025-07-10T12:39:13Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5202
5194,Yukiさんの提案：デジタル民主主義推進のため、地方自治体との連携強化を明記,2025-07-10T12:09:40Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5194
5189,教育分野における金融・主権者教育の導入提案,2025-07-10T11:53:52Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5189
5187,終末期医療における意思決定支援の強化：リビングウィル作成支援と普及,2025-07-10T11:45:43Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5187
5183,【まつさん提案】OTC類似薬の保険適用維持の方針を医療政策に明記,2025-07-10T11:43:35Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5183
5181,国の根幹に関わるテーマへの慎重な検討姿勢を明記,2025-07-10T11:40:46Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5181
5179,feat(policy): 匿名ユーザーの提案に基づき尊厳死・安楽死の項目を追加,2025-07-10T11:28:53Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5179
5176,【AIの代理投稿】なち様より頂いた新規政策案（システムエラーにより代理投稿）,2025-07-10T11:20:35Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5176
5168,【匿名ユーザー様ご提案】生成AIの学習と著作権に関する原則を追記,2025-07-10T10:41:30Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5168
5165,井上さん提案：AI等を活用した地域交通の支援策を追加,2025-07-10T10:35:09Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5165
5162,【改善提案】ベーシックインカム導入の検討項目を追加,2025-07-10T10:31:38Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5162
5159,注意事項にデジタルと物理的選択肢の共存に関する原則を追加,2025-07-10T10:21:34Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5159
5157,AIと著作権に関する項目を追加,2025-07-10T10:09:26Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5157
5155,奨学金問題の解決に向け、現世代への負担軽減を求める改善案,2025-07-10T09:56:51Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5155
5153,【匿名ユーザーさん提案】表現の自由に関する方針を追加,2025-07-10T09:45:35Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5153
5152,緊急事態条項に関する見解を追加,2025-07-10T09:42:35Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5152
5147,「注意事項」へのユニバーサルな安全性の原則の追加,2025-07-10T09:22:26Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5147
5146,文化政策の新設,2025-07-10T09:21:12Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5146
5145,生成AIの健全な利用促進とクリエイター及び市民の権利保護に関する提案,2025-07-10T09:19:59Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5145
5143,チームの基本理念として国際人権規範の尊重を明記する提案,2025-07-10T09:09:16Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5143
5127,あいさんの提案：実践的なアプローチの追記で、マニフェストの実効性を強化,2025-07-10T07:44:00Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5127
5126,選択的夫婦別姓に関する基本姿勢の追記,2025-07-10T07:43:49Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5126
5125,匿名ユーザーからの問題提起：終末期医療のあり方についての議論を追記,2025-07-10T07:40:44Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5125
5124,エネルギー政策の強化：国主導の原子力活用を提案,2025-07-10T07:35:09Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5124
5112,対米外交・通商政策に関する方針の追加,2025-07-10T06:31:10Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5112
5111,feat: 障害福祉の新規項目追加とバリアフリー政策の提案,2025-07-10T06:31:07Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5111
5110,わかさんによる改善提案：ジェンダー・セクシュアリティに関する包括的政策の追加,2025-07-10T06:26:30Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5110
5105,政策要望への対応スケジュールを明確化,2025-07-10T05:58:52Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5105
5099,【匿名ユーザーによる改善提案】性の多様性に関する基本方針の追加,2025-07-10T05:45:54Z,app/idobata-policy-app,README,,,,https://github.com/team-mirai/policy/pull/5099
